chrom,pos,reason,BD1_caller_support,BD2_ctcf_v10,BD3_rad21_v10,BD4_loop_anchor,D_tier_v10,D_tier_v11,not_assessable_criteria_v11,package
3,97170000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
3,97200000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
3,97230000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
3,97310000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
3,97360000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
3,97370000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
3,97380000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
3,97430000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
3,97440000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
3,97480000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
3,97560000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
3,97600000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
3,97660000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
3,97700000,assembly_gap,weak,weak,none,none,D2,D1,"BD2,BD3",GM12878_10kb
3,97710000,assembly_gap,weak,weak,none,none,D2,D1,"BD2,BD3",GM12878_10kb
3,97740000,assembly_gap,weak,weak,none,none,D2,D1,"BD2,BD3",GM12878_10kb
3,97750000,assembly_gap,strong,none,none,strong,D5,D5,"BD2,BD3",GM12878_10kb
3,97760000,assembly_gap,moderate,none,none,strong,D4,D4,"BD2,BD3",GM12878_10kb
3,97830000,assembly_gap,weak,none,none,strong,D3,D3,"BD2,BD3",GM12878_10kb
3,97840000,assembly_gap,weak,none,none,strong,D3,D3,"BD2,BD3",GM12878_10kb
3,97890000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
3,97960000,assembly_gap,weak,none,weak,none,D2,D1,"BD2,BD3",GM12878_10kb
3,97970000,assembly_gap,weak,none,weak,none,D2,D1,"BD2,BD3",GM12878_10kb
3,98020000,assembly_gap,moderate,strong,moderate,strong,D4,D4,"BD2,BD3",GM12878_10kb
3,98030000,assembly_gap,strong,strong,moderate,strong,D5,D5,"BD2,BD3",GM12878_10kb
3,98040000,assembly_gap,strong,strong,moderate,strong,D5,D5,"BD2,BD3",GM12878_10kb
3,98180000,assembly_gap,strong,none,none,moderate,D4,D4,"BD2,BD3",GM12878_10kb
3,98330000,assembly_gap,strong,moderate,moderate,strong,D5,D5,"BD2,BD3",GM12878_10kb
3,98340000,assembly_gap,strong,moderate,moderate,strong,D5,D5,"BD2,BD3",GM12878_10kb
3,98350000,assembly_gap,moderate,moderate,moderate,strong,D4,D4,"BD2,BD3",GM12878_10kb
3,98360000,assembly_gap,weak,weak,weak,strong,D3,D3,"BD2,BD3",GM12878_10kb
3,98430000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
3,98510000,assembly_gap,strong,none,none,strong,D5,D5,"BD2,BD3",GM12878_10kb
3,98520000,assembly_gap,strong,none,weak,strong,D5,D5,"BD2,BD3",GM12878_10kb
3,98590000,assembly_gap,moderate,moderate,moderate,strong,D4,D4,"BD2,BD3",GM12878_10kb
3,166160000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,1430000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,1440000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,8800000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,8810000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,31820000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,31830000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,48270000,assembly_gap,weak,moderate,moderate,moderate,D3,D3,"BD2,BD3",GM12878_10kb
4,48290000,assembly_gap,moderate,strong,moderate,moderate,D4,D4,"BD2,BD3",GM12878_10kb
4,48300000,assembly_gap,moderate,moderate,weak,moderate,D4,D4,"BD2,BD3",GM12878_10kb
4,48330000,assembly_gap,weak,moderate,none,none,D3,D1,"BD2,BD3",GM12878_10kb
4,48340000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,48380000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,48430000,assembly_gap,weak,weak,none,moderate,D3,D3,"BD2,BD3",GM12878_10kb
4,48560000,assembly_gap,strong,moderate,weak,moderate,D4,D4,"BD2,BD3",GM12878_10kb
4,48570000,assembly_gap,strong,moderate,weak,moderate,D4,D4,"BD2,BD3",GM12878_10kb
4,48580000,assembly_gap,weak,moderate,none,moderate,D3,D3,"BD2,BD3",GM12878_10kb
4,48630000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,48680000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,48690000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,48780000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,48840000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,48910000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,48960000,assembly_gap,weak,moderate,weak,strong,D3,D3,"BD2,BD3",GM12878_10kb
4,48970000,assembly_gap,moderate,moderate,weak,strong,D4,D4,"BD2,BD3",GM12878_10kb
4,48980000,assembly_gap,moderate,moderate,weak,strong,D4,D4,"BD2,BD3",GM12878_10kb
4,48990000,assembly_gap,weak,none,none,strong,D3,D3,"BD2,BD3",GM12878_10kb
4,49090000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,49150000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,49160000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,49270000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,49340000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,49550000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,49590000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,49600000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,49620000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,49630000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,49660000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,51810000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,58880000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
4,58920000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,45940000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,46280000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,46320000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,46390000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,50140000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,50180000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,50230000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,50250000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,50280000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,50360000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,50380000,assembly_gap,weak,none,none,moderate,D3,D3,"BD2,BD3",GM12878_10kb
5,50410000,assembly_gap,weak,none,none,moderate,D3,D3,"BD2,BD3",GM12878_10kb
5,50430000,assembly_gap,weak,none,none,moderate,D3,D3,"BD2,BD3",GM12878_10kb
5,50440000,assembly_gap,weak,none,none,moderate,D3,D3,"BD2,BD3",GM12878_10kb
5,50510000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,50530000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,50540000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,50550000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,50610000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,50660000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,50670000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,50680000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,50740000,assembly_gap,weak,weak,none,moderate,D3,D3,"BD2,BD3",GM12878_10kb
5,50760000,assembly_gap,weak,weak,none,moderate,D3,D3,"BD2,BD3",GM12878_10kb
5,50800000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,50850000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,50860000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_10kb
5,50870000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,50900000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,50910000,assembly_gap,weak,none,none,strong,D3,D3,"BD2,BD3",GM12878_10kb
5,50930000,assembly_gap,weak,none,none,strong,D3,D3,"BD2,BD3",GM12878_10kb
5,50950000,assembly_gap,weak,moderate,strong,strong,D3,D3,"BD2,BD3",GM12878_10kb
5,51020000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,51100000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_10kb
5,51110000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_10kb
5,51130000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,51230000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,51280000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,51290000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,51350000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,51380000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
5,80650000,encode_blacklist,weak,weak,none,strong,D3,D3,"BD2,BD3",GM12878_10kb
6,58460000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60230000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60240000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_10kb
6,60250000,assembly_gap,strong,none,none,none,D3,D3,"BD2,BD3",GM12878_10kb
6,60260000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60310000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60330000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60340000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60350000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60380000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60390000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60460000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60470000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60480000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60500000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60510000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60520000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60530000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60550000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60560000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60630000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60700000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60730000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60770000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60780000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60800000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60860000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60940000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,60990000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,61000000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_10kb
6,61010000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,61040000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,61050000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,61080000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,61120000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,61140000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,61210000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,61280000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,61290000,assembly_gap+encode_blacklist,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_10kb
6,61300000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,61320000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,61520000,assembly_gap+encode_blacklist,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_10kb
6,61530000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_10kb
6,61610000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,61720000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,61760000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,61780000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,61790000,assembly_gap,strong,none,none,none,D3,D3,"BD2,BD3",GM12878_10kb
6,61800000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_10kb
6,61810000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,61860000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,61880000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,61930000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,61940000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,61970000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,62000000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,62080000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,62140000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,62160000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,62200000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,62220000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,62250000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,62270000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,62290000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,62320000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,62380000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_10kb
6,62390000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_10kb
6,62420000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,62510000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,62580000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,95070000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,167630000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
6,167640000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
7,58020000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
7,58110000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
7,58120000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
7,60910000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
7,60920000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
7,61080000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
7,61090000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
7,61720000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
7,62250000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
7,62290000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
7,62330000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
7,62360000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
7,62380000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
7,62450000,encode_blacklist,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_10kb
7,62460000,assembly_gap+encode_blacklist,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_10kb
7,62850000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
7,62860000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
7,62960000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
7,62980000,encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
7,159340000,assembly_gap,strong,none,none,none,D3,D3,"BD2,BD3",GM12878_10kb
8,43240000,assembly_gap+encode_blacklist,moderate,none,none,moderate,D4,D4,"BD2,BD3",GM12878_10kb
8,43250000,assembly_gap,moderate,none,none,moderate,D4,D4,"BD2,BD3",GM12878_10kb
8,43270000,assembly_gap,weak,weak,weak,moderate,D3,D3,"BD2,BD3",GM12878_10kb
8,43280000,assembly_gap,weak,weak,weak,moderate,D3,D3,"BD2,BD3",GM12878_10kb
8,43300000,assembly_gap,weak,none,none,moderate,D3,D3,"BD2,BD3",GM12878_10kb
8,43310000,assembly_gap,weak,none,none,moderate,D3,D3,"BD2,BD3",GM12878_10kb
8,43380000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,43400000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,43440000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,43520000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,43530000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,43580000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,43600000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,43620000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,43630000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,43670000,assembly_gap,weak,none,none,moderate,D3,D3,"BD2,BD3",GM12878_10kb
8,43680000,assembly_gap,weak,none,none,moderate,D3,D3,"BD2,BD3",GM12878_10kb
8,43720000,assembly_gap,weak,none,none,moderate,D3,D3,"BD2,BD3",GM12878_10kb
8,43760000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,43770000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,43800000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,43830000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,43840000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,43850000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,43910000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,43930000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,45950000,assembly_gap+encode_blacklist,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,45980000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,45990000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46010000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46060000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46100000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46150000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46160000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46190000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46230000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46290000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46300000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46360000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46380000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46440000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46450000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46460000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46500000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46530000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46570000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46610000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46620000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46630000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46640000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46650000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46660000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46700000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46800000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46850000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46860000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,46880000,assembly_gap,weak,none,none,moderate,D3,D3,"BD2,BD3",GM12878_10kb
8,46890000,assembly_gap,strong,none,none,moderate,D4,D4,"BD2,BD3",GM12878_10kb
8,46900000,assembly_gap,strong,weak,none,moderate,D4,D4,"BD2,BD3",GM12878_10kb
8,46910000,assembly_gap,moderate,weak,none,strong,D4,D4,"BD2,BD3",GM12878_10kb
8,46970000,assembly_gap,strong,moderate,none,strong,D5,D5,"BD2,BD3",GM12878_10kb
8,46980000,assembly_gap,strong,moderate,none,moderate,D4,D4,"BD2,BD3",GM12878_10kb
8,47120000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,47180000,assembly_gap,weak,weak,none,none,D2,D1,"BD2,BD3",GM12878_10kb
8,85670000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
8,145080000,assembly_gap,strong,none,none,none,D3,D3,"BD2,BD3",GM12878_10kb
9,42210000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
9,42220000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
9,42230000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
9,42320000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
9,42340000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
9,42350000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
9,42420000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
9,42510000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
9,42520000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
9,42730000,assembly_gap,moderate,none,none,none,D3,D3,"BD2,BD3",GM12878_10kb
9,42820000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
9,42880000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
9,42920000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
9,42940000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
9,42980000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
9,42990000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
9,43040000,assembly_gap,weak,none,none,none,D1,D1,"BD2,BD3",GM12878_10kb
