# Figure 1b -- GM12878 chr7 Hi-C contact values, for the R-drawn contact map.
# Written by figures/scripts/export_hic_matrix.py. EXPORT ONLY: no value here is
# rescaled, logged or coloured -- these are the cooler's own ICE-balanced contact
# frequencies (count * weight_i * weight_j), exactly as the software reads them.
# source: /home/coder/TAD/creditad/package_stage/example_data/chr7_tracks/GM12878_chr7_hg38.mcool
# cooler: /resolutions/10000   balanced: True (ICE 'weight' column)
# drawn window: chr7:86525000-87325000   triangle apex separation: 260000 bp
# fetched region: chr7:86375000-87475000 (half the apex beyond each edge, so the drawn
#   triangle's upper corners are covered; the panel clips to the drawn window)
# rows: EVERY cell of the drawn region -- including cells with no contacts, so the
#   panel renders them deliberately rather than leaving bare paper, and including
#   one row/column of OVERDRAW beyond the drawn limits so the panel's clip cuts a
#   straight edge (the overdraw is exported, not drawn).
# geometry: ROTATED TRIANGLE, 3.08:1 (window 800 kb : separation cap 260 kb)
# status: measured      = a contact count was observed
#         zero          = both bins are ICE-weighted and the count is zero
#         unmeasurable  = a bin carries no ICE weight (balanced is NA)
# columns: bin_i bin_j start_i start_j balanced count status
bin_i	bin_j	start_i	start_j	balanced	count	status
25	29	86620000	86660000	0.009557148887	109	measured
25	30	86620000	86670000	0.008382250741	98	measured
25	31	86620000	86680000	0.00739140111	88	measured
25	32	86620000	86690000	0.005470565479	79	measured
25	33	86620000	86700000	0.005565194562	65	measured
25	34	86620000	86710000	0.004590658554	47	measured
25	35	86620000	86720000	0.003464738484	42	measured
25	36	86620000	86730000	0.004530801398	74	measured
25	37	86620000	86740000	0.00412916801	48	measured
25	38	86620000	86750000	0.004087669722	50	measured
25	39	86620000	86760000	0.003838138488	53	measured
25	40	86620000	86770000	0.003153159016	38	measured
25	41	86620000	86780000	0.002503806579	24	measured
25	42	86620000	86790000	0.003635090797	59	measured
25	43	86620000	86800000	0.003501892503	42	measured
25	44	86620000	86810000	0.00564190441	80	measured
25	45	86620000	86820000	0.003003426068	33	measured
25	46	86620000	86830000	0.002872494375	25	measured
25	47	86620000	86840000	0.00306565972	39	measured
25	48	86620000	86850000	0.002985990518	38	measured
25	49	86620000	86860000	0.003012977578	36	measured
25	50	86620000	86870000	0.003650982395	40	measured
25	51	86620000	86880000	0.002764255171	44	measured
25	52	86620000	86890000	0.00363287921	34	measured
25	53	86620000	86900000	0.004280445115	64	measured
26	26	86630000	86630000	0.08126487136	1482	measured
26	27	86630000	86640000	0.03960870254	588	measured
26	28	86630000	86650000	0.0154453939	216	measured
26	29	86630000	86660000	0.01309298991	209	measured
26	30	86630000	86670000	0.007211195551	118	measured
26	31	86630000	86680000	0.007801500564	130	measured
26	32	86630000	86690000	0.006976135946	141	measured
26	33	86630000	86700000	0.005933752435	97	measured
26	34	86630000	86710000	0.005862017535	84	measured
26	35	86630000	86720000	0.005363561381	91	measured
26	36	86630000	86730000	0.004899502933	112	measured
26	37	86630000	86740000	0.005162871263	84	measured
26	38	86630000	86750000	0.003563086142	61	measured
26	39	86630000	86760000	0.003777098623	73	measured
26	40	86630000	86770000	0.003735025052	63	measured
26	41	86630000	86780000	0.003428767675	46	measured
26	42	86630000	86790000	0.003697713261	84	measured
26	43	86630000	86800000	0.002859469383	48	measured
26	44	86630000	86810000	0.004434136947	88	measured
26	45	86630000	86820000	0.004486862802	69	measured
26	46	86630000	86830000	0.004104685392	50	measured
26	47	86630000	86840000	0.003594429815	64	measured
26	48	86630000	86850000	0.003817723169	68	measured
26	49	86630000	86860000	0.003528061149	59	measured
26	50	86630000	86870000	0.003325910949	51	measured
26	51	86630000	86880000	0.003680696429	82	measured
26	52	86630000	86890000	0.004656853433	61	measured
26	53	86630000	86900000	0.00353615564	74	measured
26	54	86630000	86910000	0.001959305943	33	measured
27	27	86640000	86640000	0.1020316733	1233	measured
27	28	86640000	86650000	0.03276519154	373	measured
27	29	86640000	86660000	0.0162380414	211	measured
27	30	86640000	86670000	0.01028500423	137	measured
27	31	86640000	86680000	0.009215172023	125	measured
27	32	86640000	86690000	0.00820518227	135	measured
27	33	86640000	86700000	0.006537859499	87	measured
27	34	86640000	86710000	0.006515384664	76	measured
27	35	86640000	86720000	0.004995967394	69	measured
27	36	86640000	86730000	0.004890283463	91	measured
27	37	86640000	86740000	0.005889321381	78	measured
27	38	86640000	86750000	0.004305329344	60	measured
27	39	86640000	86760000	0.004703550662	74	measured
27	40	86640000	86770000	0.003641510913	50	measured
27	41	86640000	86780000	0.004212080874	46	measured
27	42	86640000	86790000	0.004055774964	75	measured
27	43	86640000	86800000	0.004537269175	62	measured
27	44	86640000	86810000	0.006004222893	97	measured
27	45	86640000	86820000	0.005032605531	63	measured
27	46	86640000	86830000	0.00342884166	34	measured
27	47	86640000	86840000	0.004346595492	63	measured
27	48	86640000	86850000	0.003586389929	52	measured
27	49	86640000	86860000	0.004113682423	56	measured
27	50	86640000	86870000	0.004005613913	50	measured
27	51	86640000	86880000	0.004135576442	75	measured
27	52	86640000	86890000	0.003469949069	37	measured
27	53	86640000	86900000	0.003169947384	54	measured
27	54	86640000	86910000	0.003209221065	44	measured
27	55	86640000	86920000	0.00161379897	21	measured
28	28	86650000	86650000	0.1250445028	1341	measured
28	29	86650000	86660000	0.03431092498	420	measured
28	30	86650000	86670000	0.01753228554	220	measured
28	31	86650000	86680000	0.0114255795	146	measured
28	32	86650000	86690000	0.008387446514	130	measured
28	33	86650000	86700000	0.006541270818	82	measured
28	34	86650000	86710000	0.007644299639	84	measured
28	35	86650000	86720000	0.006379410428	83	measured
28	36	86650000	86730000	0.007016648154	123	measured
28	37	86650000	86740000	0.005049439211	63	measured
28	38	86650000	86750000	0.004037039005	53	measured
28	39	86650000	86760000	0.005870097383	87	measured
28	40	86650000	86770000	0.005334486854	69	measured
28	41	86650000	86780000	0.004082442786	42	measured
28	42	86650000	86790000	0.004707153772	82	measured
28	43	86650000	86800000	0.004894128316	63	measured
28	44	86650000	86810000	0.004928086046	75	measured
28	45	86650000	86820000	0.005003066779	59	measured
28	46	86650000	86830000	0.004282135954	40	measured
28	47	86650000	86840000	0.003295741469	45	measured
28	48	86650000	86850000	0.003953482944	54	measured
28	49	86650000	86860000	0.003742966313	48	measured
28	50	86650000	86870000	0.003316619399	39	measured
28	51	86650000	86880000	0.003043757719	52	measured
28	52	86650000	86890000	0.004579427154	46	measured
28	53	86650000	86900000	0.003676565034	59	measured
28	54	86650000	86910000	0.002632436002	34	measured
28	55	86650000	86920000	0.001713094738	21	measured
28	56	86650000	86930000	0.001384917742	23	measured
29	29	86660000	86660000	0.09905274962	1384	measured
29	30	86660000	86670000	0.03839952511	550	measured
29	31	86660000	86680000	0.0185112802	270	measured
29	32	86660000	86690000	0.01283097262	227	measured
29	33	86660000	86700000	0.00845631121	121	measured
29	34	86660000	86710000	0.007813251452	98	measured
29	35	86660000	86720000	0.008417047427	125	measured
29	36	86660000	86730000	0.006746921642	135	measured
29	37	86660000	86740000	0.005406804089	77	measured
29	38	86660000	86750000	0.005672223192	85	measured
29	39	86660000	86760000	0.004906270125	83	measured
29	40	86660000	86770000	0.005553985231	82	measured
29	41	86660000	86780000	0.005194550362	61	measured
29	42	86660000	86790000	0.004978827021	99	measured
29	43	86660000	86800000	0.004968267512	73	measured
29	44	86660000	86810000	0.007080589877	123	measured
29	45	86660000	86820000	0.005348895265	72	measured
29	46	86660000	86830000	0.005252133989	56	measured
29	47	86660000	86840000	0.003593155061	56	measured
29	48	86660000	86850000	0.003784298896	59	measured
29	49	86660000	86860000	0.005055378888	74	measured
29	50	86660000	86870000	0.004246715769	57	measured
29	51	86660000	86880000	0.004307579803	84	measured
29	52	86660000	86890000	0.00392476038	45	measured
29	53	86660000	86900000	0.004585818232	84	measured
29	54	86660000	86910000	0.00339153434	50	measured
29	55	86660000	86920000	0.002572834772	36	measured
29	56	86660000	86930000	0.001740834129	33	measured
29	57	86660000	86940000	0.001477094279	20	measured
30	30	86670000	86670000	0.1034555172	1519	measured
30	31	86670000	86680000	0.03517962072	526	measured
30	32	86670000	86690000	0.01764478691	320	measured
30	33	86670000	86700000	0.01343057269	197	measured
30	34	86670000	86710000	0.00886631783	114	measured
30	35	86670000	86720000	0.009064869704	138	measured
30	36	86670000	86730000	0.007069238247	145	measured
30	37	86670000	86740000	0.007671859655	112	measured
30	38	86670000	86750000	0.0062494002	96	measured
30	39	86670000	86760000	0.005766417481	100	measured
30	40	86670000	86770000	0.005087615851	77	measured
30	41	86670000	86780000	0.005399632482	65	measured
30	42	86670000	86790000	0.0059852789	122	measured
30	43	86670000	86800000	0.006108051042	92	measured
30	44	86670000	86810000	0.006345640879	113	measured
30	45	86670000	86820000	0.004420731632	61	measured
30	46	86670000	86830000	0.004757555157	52	measured
30	47	86670000	86840000	0.004882196483	78	measured
30	48	86670000	86850000	0.004004479841	64	measured
30	49	86670000	86860000	0.003798652487	57	measured
30	50	86670000	86870000	0.004070043815	56	measured
30	51	86670000	86880000	0.003601797239	72	measured
30	52	86670000	86890000	0.003743570599	44	measured
30	53	86670000	86900000	0.004153984499	78	measured
30	54	86670000	86910000	0.003043804568	46	measured
30	55	86670000	86920000	0.001603503641	23	measured
30	56	86670000	86930000	0.001337979684	26	measured
30	57	86670000	86940000	0.00129683118	18	measured
30	58	86670000	86950000	0.001147521547	17	measured
31	31	86680000	86680000	0.09785909693	1490	measured
31	32	86680000	86690000	0.03449176339	637	measured
31	33	86680000	86700000	0.01867850166	279	measured
31	34	86680000	86710000	0.01168528748	153	measured
31	35	86680000	86720000	0.009224185828	143	measured
31	36	86680000	86730000	0.008952735404	187	measured
31	37	86680000	86740000	0.006053891912	90	measured
31	38	86680000	86750000	0.006903993691	108	measured
31	39	86680000	86760000	0.005549344465	98	measured
31	40	86680000	86770000	0.007331815985	113	measured
31	41	86680000	86780000	0.005955020093	73	measured
31	42	86680000	86790000	0.005732988221	119	measured
31	43	86680000	86800000	0.004954934855	76	measured
31	44	86680000	86810000	0.006121101092	111	measured
31	45	86680000	86820000	0.004839302333	68	measured
31	46	86680000	86830000	0.004851586452	54	measured
31	47	86680000	86840000	0.003380592836	55	measured
31	48	86680000	86850000	0.003195059924	52	measured
31	49	86680000	86860000	0.004515577769	69	measured
31	50	86680000	86870000	0.00406813578	57	measured
31	51	86680000	86880000	0.003193078882	65	measured
31	52	86680000	86890000	0.003258423166	39	measured
31	53	86680000	86900000	0.00355622072	68	measured
31	54	86680000	86910000	0.001754414562	27	measured
31	55	86680000	86920000	0.002464643682	36	measured
31	56	86680000	86930000	0.001516027056	30	measured
31	57	86680000	86940000	0.00141498052	20	measured
31	58	86680000	86950000	0.001524576742	23	measured
31	59	86680000	86960000	0.001569540649	26	measured
32	32	86690000	86690000	0.08044365287	1802	measured
32	33	86690000	86700000	0.03526953394	639	measured
32	34	86690000	86710000	0.01674906769	266	measured
32	35	86690000	86720000	0.01127428211	212	measured
32	36	86690000	86730000	0.008999326745	228	measured
32	37	86690000	86740000	0.008762141673	158	measured
32	38	86690000	86750000	0.007431162764	141	measured
32	39	86690000	86760000	0.007749697072	166	measured
32	40	86690000	86770000	0.006312133143	118	measured
32	41	86690000	86780000	0.006321923778	94	measured
32	42	86690000	86790000	0.005520900485	139	measured
32	43	86690000	86800000	0.005590089056	104	measured
32	44	86690000	86810000	0.005955783464	131	measured
32	45	86690000	86820000	0.005925926316	101	measured
32	46	86690000	86830000	0.004592432006	62	measured
32	47	86690000	86840000	0.004662072633	92	measured
32	48	86690000	86850000	0.0036979374	73	measured
32	49	86690000	86860000	0.003830748277	71	measured
32	50	86690000	86870000	0.00329510791	56	measured
32	51	86690000	86880000	0.002754014574	68	measured
32	52	86690000	86890000	0.003581848825	52	measured
32	53	86690000	86900000	0.003707996173	86	measured
32	54	86690000	86910000	0.00257140644	48	measured
32	55	86690000	86920000	0.001749743405	31	measured
32	56	86690000	86930000	0.001708168012	41	measured
32	57	86690000	86940000	0.001166571848	20	measured
32	58	86690000	86950000	0.001256927769	23	measured
32	59	86690000	86960000	0.001244228828	25	measured
32	60	86690000	86970000	0.001592695109	35	measured
33	33	86700000	86700000	0.1016826831	1490	measured
33	34	86700000	86710000	0.03238651353	416	measured
33	35	86700000	86720000	0.01834505872	279	measured
33	36	86700000	86730000	0.01146845465	235	measured
33	37	86700000	86740000	0.009530810845	139	measured
33	38	86700000	86750000	0.009839578038	151	measured
33	39	86700000	86760000	0.007965583439	138	measured
33	40	86700000	86770000	0.006613875413	100	measured
33	41	86700000	86780000	0.006319705785	76	measured
33	42	86700000	86790000	0.005205504786	106	measured
33	43	86700000	86800000	0.00564892982	85	measured
33	44	86700000	86810000	0.005396357374	96	measured
33	45	86700000	86820000	0.005440740379	75	measured
33	46	86700000	86830000	0.005220207512	57	measured
33	47	86700000	86840000	0.004385823135	70	measured
33	48	86700000	86850000	0.004258998369	68	measured
33	49	86700000	86860000	0.003669017826	55	measured
33	50	86700000	86870000	0.003564836048	49	measured
33	51	86700000	86880000	0.00340508612	68	measured
33	52	86700000	86890000	0.003406636269	40	measured
33	53	86700000	86900000	0.002825391028	53	measured
33	54	86700000	86910000	0.002715658857	41	measured
33	55	86700000	86920000	0.001744675033	25	measured
33	56	86700000	86930000	0.001545360648	30	measured
33	57	86700000	86940000	0.001298123067	18	measured
33	58	86700000	86950000	0.001013527671	15	measured
33	59	86700000	86960000	0.0014768397	24	measured
33	60	86700000	86970000	0.001350323139	24	measured
33	61	86700000	86980000	0.001377396455	28	measured
34	34	86710000	86710000	0.1086194158	1223	measured
34	35	86710000	86720000	0.04350638862	580	measured
34	36	86710000	86730000	0.01764844477	317	measured
34	37	86710000	86740000	0.01110742867	142	measured
34	38	86710000	86750000	0.008548846241	115	measured
34	39	86710000	86760000	0.00921884852	140	measured
34	40	86710000	86770000	0.007469668747	99	measured
34	41	86710000	86780000	0.007683841985	81	measured
34	42	86710000	86790000	0.005658332928	101	measured
34	43	86710000	86800000	0.006671754606	88	measured
34	44	86710000	86810000	0.006605061006	103	measured
34	45	86710000	86820000	0.006041290755	73	measured
34	46	86710000	86830000	0.006895519415	66	measured
34	47	86710000	86840000	0.003788253927	53	measured
34	48	86710000	86850000	0.004072710639	57	measured
34	49	86710000	86860000	0.004033417148	53	measured
34	50	86710000	86870000	0.004149766148	50	measured
34	51	86710000	86880000	0.003484649978	61	measured
34	52	86710000	86890000	0.003109037006	32	measured
34	53	86710000	86900000	0.003648917808	60	measured
34	54	86710000	86910000	0.003324713072	44	measured
34	55	86710000	86920000	0.001831101895	23	measured
34	56	86710000	86930000	0.001821714967	31	measured
34	57	86710000	86940000	0.00172771775	21	measured
34	58	86710000	86950000	0.001310398571	17	measured
34	59	86710000	86960000	0.001403984298	20	measured
34	60	86710000	86970000	0.001155338143	18	measured
34	61	86710000	86980000	0.0008417872179	15	measured
34	62	86710000	86990000	0.001166854013	18	measured
35	35	86720000	86720000	0.1035192529	1634	measured
35	36	86720000	86730000	0.03427825789	729	measured
35	37	86720000	86740000	0.01618584244	245	measured
35	38	86720000	86750000	0.01381263011	220	measured
35	39	86720000	86760000	0.009176490578	165	measured
35	40	86720000	86770000	0.009048957078	142	measured
35	41	86720000	86780000	0.006890264491	86	measured
35	42	86720000	86790000	0.00662428783	140	measured
35	43	86720000	86800000	0.006211166364	97	measured
35	44	86720000	86810000	0.006499274652	120	measured
35	45	86720000	86820000	0.005591661855	80	measured
35	46	86720000	86830000	0.00423553547	48	measured
35	47	86720000	86840000	0.004527604798	75	measured
35	48	86720000	86850000	0.003500102225	58	measured
35	49	86720000	86860000	0.003727943313	58	measured
35	50	86720000	86870000	0.003504835662	50	measured
35	51	86720000	86880000	0.002894840314	60	measured
35	52	86720000	86890000	0.003364370415	41	measured
35	53	86720000	86900000	0.002876370945	56	measured
35	54	86720000	86910000	0.0026165521	41	measured
35	55	86720000	86920000	0.002017204676	30	measured
35	56	86720000	86930000	0.001637859742	33	measured
35	57	86720000	86940000	0.001459206753	21	measured
35	58	86720000	86950000	0.001822873605	28	measured
35	59	86720000	86960000	0.0008893394343	15	measured
35	60	86720000	86970000	0.00157209447	29	measured
35	61	86720000	86980000	0.001516718841	32	measured
35	62	86720000	86990000	0.001204510903	22	measured
35	63	86720000	87000000	0.00159748566	31	measured
36	36	86730000	86730000	0.07995367662	2291	measured
36	37	86730000	86740000	0.03000839604	612	measured
36	38	86730000	86750000	0.01593683014	342	measured
36	39	86730000	86760000	0.01155773804	280	measured
36	40	86730000	86770000	0.009790450272	207	measured
36	41	86730000	86780000	0.008562923627	144	measured
36	42	86730000	86790000	0.007901614061	225	measured
36	43	86730000	86800000	0.006891147827	145	measured
36	44	86730000	86810000	0.005587539174	139	measured
36	45	86730000	86820000	0.006743981998	130	measured
36	46	86730000	86830000	0.004518958083	69	measured
36	47	86730000	86840000	0.004570140549	102	measured
36	48	86730000	86850000	0.003896674453	87	measured
36	49	86730000	86860000	0.003864100932	81	measured
36	50	86730000	86870000	0.004318151585	83	measured
36	51	86730000	86880000	0.003616736525	101	measured
36	52	86730000	86890000	0.003288787742	54	measured
36	53	86730000	86900000	0.002287337516	60	measured
36	54	86730000	86910000	0.002320939109	49	measured
36	55	86730000	86920000	0.001596984961	32	measured
36	56	86730000	86930000	0.001510319263	41	measured
36	57	86730000	86940000	0.001805043685	35	measured
36	58	86730000	86950000	0.001207982577	25	measured
36	59	86730000	86960000	0.001408148334	32	measured
36	60	86730000	86970000	0.001287516363	32	measured
36	61	86730000	86980000	0.001442318243	41	measured
36	62	86730000	86990000	0.001462893438	36	measured
36	63	86730000	87000000	0.00160637413	42	measured
36	64	86730000	87010000	0.001350055491	29	measured
37	37	86740000	86740000	0.09796455446	1422	measured
37	38	86740000	86750000	0.03450360423	527	measured
37	39	86740000	86760000	0.0178625535	308	measured
37	40	86740000	86770000	0.01269239848	191	measured
37	41	86740000	86780000	0.01194740612	143	measured
37	42	86740000	86790000	0.008733424546	177	measured
37	43	86740000	86800000	0.007278268495	109	measured
37	44	86740000	86810000	0.007398694359	131	measured
37	45	86740000	86820000	0.006195409057	85	measured
37	46	86740000	86830000	0.006993278519	76	measured
37	47	86740000	86840000	0.004532521697	72	measured
37	48	86740000	86850000	0.004719697297	75	measured
37	49	86740000	86860000	0.004088568596	61	measured
37	50	86740000	86870000	0.004239608904	58	measured
37	51	86740000	86880000	0.00387404119	77	measured
37	52	86740000	86890000	0.004107346417	48	measured
37	53	86740000	86900000	0.003053035604	57	measured
37	54	86740000	86910000	0.002661985396	40	measured
37	55	86740000	86920000	0.001402357865	20	measured
37	56	86740000	86930000	0.00175971296	34	measured
37	57	86740000	86940000	0.001159358274	16	measured
37	58	86740000	86950000	0.001629333226	24	measured
37	59	86740000	86960000	0.001422015316	23	measured
37	60	86740000	86970000	0.001639376809	29	measured
37	61	86740000	86980000	0.001532205244	31	measured
37	62	86740000	86990000	0.001484436245	26	measured
37	63	86740000	87000000	0.00107474496	20	measured
37	64	86740000	87010000	0.001373570412	21	measured
37	65	86740000	87020000	0.001795447404	27	measured
38	38	86750000	86750000	0.1031005148	1657	measured
38	39	86750000	86760000	0.03538444036	642	measured
38	40	86750000	86770000	0.01856701715	294	measured
38	41	86750000	86780000	0.01516545461	191	measured
38	42	86750000	86790000	0.01111332792	237	measured
38	43	86750000	86800000	0.008059159904	127	measured
38	44	86750000	86810000	0.009070995949	169	measured
38	45	86750000	86820000	0.006926846085	100	measured
38	46	86750000	86830000	0.005421798829	62	measured
38	47	86750000	86840000	0.004307490902	72	measured
38	48	86750000	86850000	0.004664788546	78	measured
38	49	86750000	86860000	0.003630787121	57	measured
38	50	86750000	86870000	0.004168055849	60	measured
38	51	86750000	86880000	0.003538259698	74	measured
38	52	86750000	86890000	0.003008889903	37	measured
38	53	86750000	86900000	0.003715902846	73	measured
38	54	86750000	86910000	0.003099033239	49	measured
38	55	86750000	86920000	0.002732103783	41	measured
38	56	86750000	86930000	0.001721533336	35	measured
38	57	86750000	86940000	0.001652697621	24	measured
38	58	86750000	86950000	0.001548440034	24	measured
38	59	86750000	86960000	0.001410172226	24	measured
38	60	86750000	86970000	0.001826603071	34	measured
38	61	86750000	86980000	0.001784938776	38	measured
38	62	86750000	86990000	0.001573514237	29	measured
38	63	86750000	87000000	0.001583148277	31	measured
38	64	86750000	87010000	0.001616178993	26	measured
38	65	86750000	87020000	0.001263931088	20	measured
38	66	86750000	87030000	0.001552920188	28	measured
39	39	86760000	86760000	0.1003781971	2056	measured
39	40	86760000	86770000	0.03350893369	599	measured
39	41	86760000	86780000	0.01821632676	259	measured
39	42	86760000	86790000	0.01358258756	327	measured
39	43	86760000	86800000	0.01039912402	185	measured
39	44	86760000	86810000	0.008843418754	186	measured
39	45	86760000	86820000	0.006381280785	104	measured
39	46	86760000	86830000	0.004957590621	64	measured
39	47	86760000	86840000	0.004875494573	92	measured
39	48	86760000	86850000	0.004608882004	87	measured
39	49	86760000	86860000	0.0051910204	92	measured
39	50	86760000	86870000	0.003692091939	60	measured
39	51	86760000	86880000	0.004193070439	99	measured
39	52	86760000	86890000	0.004466169897	62	measured
39	53	86760000	86900000	0.003607201933	80	measured
39	54	86760000	86910000	0.002913214585	52	measured
39	55	86760000	86920000	0.002892333671	49	measured
39	56	86760000	86930000	0.002222063913	51	measured
39	57	86760000	86940000	0.001768964575	29	measured
39	58	86760000	86950000	0.001600221711	28	measured
39	59	86760000	86960000	0.001457330063	28	measured
39	60	86760000	86970000	0.001475251068	31	measured
39	61	86760000	86980000	0.001622718967	39	measured
39	62	86760000	86990000	0.001441892594	30	measured
39	63	86760000	87000000	0.00167378858	37	measured
39	64	86760000	87010000	0.001541747023	28	measured
39	65	86760000	87020000	0.001343518403	24	measured
39	66	86760000	87030000	0.001080818483	22	measured
39	67	86760000	87040000	0.001220046391	20	measured
40	40	86770000	86770000	0.1014687255	1583	measured
40	41	86770000	86780000	0.03803825166	472	measured
40	42	86770000	86790000	0.01780015844	374	measured
40	43	86770000	86800000	0.01178673784	183	measured
40	44	86770000	86810000	0.0104598626	192	measured
40	45	86770000	86820000	0.008788242523	125	measured
40	46	86770000	86830000	0.006124311658	69	measured
40	47	86770000	86840000	0.005404286466	89	measured
40	48	86770000	86850000	0.005402364073	89	measured
40	49	86770000	86860000	0.004396340545	68	measured
40	50	86770000	86870000	0.004653531921	66	measured
40	51	86770000	86880000	0.004028028743	83	measured
40	52	86770000	86890000	0.004787282422	58	measured
40	53	86770000	86900000	0.003719893185	72	measured
40	54	86770000	86910000	0.003530606581	55	measured
40	55	86770000	86920000	0.002502485343	37	measured
40	56	86770000	86930000	0.001597547771	32	measured
40	57	86770000	86940000	0.001887132557	27	measured
40	58	86770000	86950000	0.002553902064	39	measured
40	59	86770000	86960000	0.001968028292	33	measured
40	60	86770000	86970000	0.002235659224	41	measured
40	61	86770000	86980000	0.001048863304	22	measured
40	62	86770000	86990000	0.001321722865	24	measured
40	63	86770000	87000000	0.001969699515	38	measured
40	64	86770000	87010000	0.001766569074	28	measured
40	65	86770000	87020000	0.001411147998	22	measured
40	66	86770000	87030000	0.001801347767	32	measured
40	67	86770000	87040000	0.001258161406	18	measured
40	68	86770000	87050000	0.001732191944	34	measured
41	41	86780000	86780000	0.1290848382	1274	measured
41	42	86780000	86790000	0.03596284125	601	measured
41	43	86780000	86800000	0.01651961646	204	measured
41	44	86780000	86810000	0.01123300254	164	measured
41	45	86780000	86820000	0.008043789015	91	measured
41	46	86780000	86830000	0.008481038659	76	measured
41	47	86780000	86840000	0.005725809259	75	measured
41	48	86780000	86850000	0.004960602829	65	measured
41	49	86780000	86860000	0.004958376565	61	measured
41	50	86780000	86870000	0.00425507537	48	measured
41	51	86780000	86880000	0.003905005956	64	measured
41	52	86780000	86890000	0.003735861905	36	measured
41	53	86780000	86900000	0.003572629012	55	measured
41	54	86780000	86910000	0.002824762501	35	measured
41	55	86780000	86920000	0.002721115993	32	measured
41	56	86780000	86930000	0.002385144691	38	measured
41	57	86780000	86940000	0.001406001823	16	measured
41	58	86780000	86950000	0.002305286576	28	measured
41	59	86780000	86960000	0.001349637575	18	measured
41	60	86780000	86970000	0.001576800842	23	measured
41	61	86780000	86980000	0.001738286936	29	measured
41	62	86780000	86990000	0.001800237349	26	measured
41	63	86780000	87000000	0.001759573463	27	measured
41	64	86780000	87010000	0.001665785759	21	measured
41	65	86780000	87020000	0.00120967415	15	measured
41	66	86780000	87030000	0.001769354496	25	measured
41	67	86780000	87040000	0.001757604305	20	measured
41	68	86780000	87050000	0.001857557874	29	measured
41	69	86780000	87060000	0.001652634213	17	measured
42	42	86790000	86790000	0.07944188633	2248	measured
42	43	86790000	86800000	0.03543738913	741	measured
42	44	86790000	86810000	0.01573531087	389	measured
42	45	86790000	86820000	0.01054494612	202	measured
42	46	86790000	86830000	0.008172046945	124	measured
42	47	86790000	86840000	0.006808105506	151	measured
42	48	86790000	86850000	0.005183136632	115	measured
42	49	86790000	86860000	0.004704456574	98	measured
42	50	86790000	86870000	0.003978811176	76	measured
42	51	86790000	86880000	0.003495321899	97	measured
42	52	86790000	86890000	0.004167455233	68	measured
42	53	86790000	86900000	0.003682732557	96	measured
42	54	86790000	86910000	0.003288794237	69	measured
42	55	86790000	86920000	0.00215943059	43	measured
42	56	86790000	86930000	0.002149972198	58	measured
42	57	86790000	86940000	0.002750524309	53	measured
42	58	86790000	86950000	0.001944914877	40	measured
42	59	86790000	86960000	0.001771243886	40	measured
42	60	86790000	86970000	0.001821944896	45	measured
42	61	86790000	86980000	0.001769975235	50	measured
42	62	86790000	86990000	0.002044561323	50	measured
42	63	86790000	87000000	0.001770415439	46	measured
42	64	86790000	87010000	0.001780152317	38	measured
42	65	86790000	87020000	0.001476428949	31	measured
42	66	86790000	87030000	0.001671893285	40	measured
42	67	86790000	87040000	0.001816489423	35	measured
42	68	86790000	87050000	0.00147530794	39	measured
42	69	86790000	87060000	0.001664943625	29	measured
42	70	86790000	87070000	0.001082138463	26	measured
43	43	86800000	86800000	0.09196611828	1421	measured
43	44	86800000	86810000	0.02687803325	491	measured
43	45	86800000	86820000	0.01391712379	197	measured
43	46	86800000	86830000	0.009810522122	110	measured
43	47	86800000	86840000	0.007443881131	122	measured
43	48	86800000	86850000	0.005672415489	93	measured
43	49	86800000	86860000	0.006236556914	96	measured
43	50	86800000	86870000	0.004817690741	68	measured
43	51	86800000	86880000	0.004535118724	93	measured
43	52	86800000	86890000	0.004478639015	54	measured
43	53	86800000	86900000	0.003789763223	73	measured
43	54	86800000	86910000	0.002967124109	46	measured
43	55	86800000	86920000	0.003398060184	50	measured
43	56	86800000	86930000	0.001906244991	38	measured
43	57	86800000	86940000	0.002528322022	36	measured
43	58	86800000	86950000	0.00217142491	33	measured
43	59	86800000	86960000	0.001438201983	24	measured
43	60	86800000	86970000	0.001588952778	29	measured
43	61	86800000	86980000	0.001101831769	23	measured
43	62	86800000	86990000	0.00188147877	34	measured
43	63	86800000	87000000	0.001562531854	30	measured
43	64	86800000	87010000	0.001331322067	21	measured
43	65	86800000	87020000	0.001482412139	23	measured
43	66	86800000	87030000	0.001300968158	23	measured
43	67	86800000	87040000	0.001334469643	19	measured
43	68	86800000	87050000	0.001740553025	34	measured
43	69	86800000	87060000	0.001087726825	14	measured
43	70	86800000	87070000	0.001689744374	30	measured
43	71	86800000	87080000	0.001000920439	14	measured
44	44	86810000	86810000	0.08084300546	1746	measured
44	45	86810000	86820000	0.03770464359	631	measured
44	46	86810000	86830000	0.01448381208	192	measured
44	47	86810000	86840000	0.01083779944	210	measured
44	48	86810000	86850000	0.008563974989	166	measured
44	49	86810000	86860000	0.008571966634	156	measured
44	50	86810000	86870000	0.006172334398	103	measured
44	51	86810000	86880000	0.00527956205	128	measured
44	52	86810000	86890000	0.005331483974	76	measured
44	53	86810000	86900000	0.005049742976	115	measured
